puzzle_id,fen,key_moves,mate_in,rating,solution
vO5JR,7n/1p4p1/p3r2k/7p/6PP/1P1B4/P4PK1/8 w - - 0 38,g4g5,1,729,g4g5
ixw4J,8/2N2k1p/p4pp1/4p3/PP4n1/2P5/5PP1/2r1R1K1 b - - 4 35,c1e1,1,417,c1e1
i1tbV,6r1/1R3p1p/3k1p2/p2P2r1/P1pP4/2P1NP2/5P1P/7K b - - 0 32,g5g1,1,536,g5g1
N6ouq,8/8/1R6/p2k1p1R/r4P2/5KP1/2r4P/8 b - - 3 43,a4a3,2,1148,a4a3 b6b3 a3b3
nJANB,r4rk1/2p2p1p/2p5/p2p4/8/1PBPqP2/P1K4P/7Q w - - 0 22,h1g2,2,1383,h1g2 e3g5 g2g5
X3cKr,6k1/2p2ppp/4p3/1bn1P3/5B2/4PNP1/1r3P1P/R5K1 w - - 3 24,a1a8,2,869,a1a8 b5e8 a8e8
B3nGN,6k1/p4ppp/2rp4/4b3/P3P3/4P1PP/6K1/1R6 w - - 0 31,b1b8,2,553,b1b8 c6c8 b8c8
hgvHr,3r2k1/5ppp/4p3/q5PQ/8/3p1R1P/P1r3P1/5N1K w - - 0 37,h5f7,3,1131,h5f7 g8h8 f7f8 d8f8 f3f8
Nj6OF,4r3/5kpp/2p2p2/P2p4/1P1P4/2P2P2/6PP/4Q2K b - - 0 36,e8e1,1,474,e8e1
TYgRX,3Q4/1p6/8/pK6/P7/1P4k1/8/2q5 b - - 2 54,c1c6,2,1836,c1c6 b5a5 c6c5
epQXX,2r3k1/p5pp/4pp2/q2p4/2r2P2/2P1QP1P/P1PK4/4R1R1 w - - 4 22,e3e6,3,1392,e3e6 g8h8 e6e8 c8e8 e1e8
Ij4lw,5r1k/3R3p/p2p1Np1/3P4/1pn5/7P/7K/8 w - - 1 37,d7h7,1,636,d7h7
SOItZ,4r3/8/2RR1pkp/6p1/6K1/r5P1/5PP1/8 b - - 3 46,e8e4,3,2344,e8e4 f2f4 e4f4 g3f4 h6h5
BLPvq,8/1bBk1ppp/4p3/4P3/4qP2/Q6P/6P1/1rR3K1 w - - 13 35,a3d6,2,1038,a3d6 d7e8 d6d8
E79dG,1k5r/1Pp2pp1/B2p4/4pP2/1N2P3/P1PPR3/4K3/2q4r w - - 0 35,b4c6,1,653,b4c6
QVIuy,4r1k1/p1R3p1/5p2/3Nr3/1PP3n1/8/P4PP1/R5K1 b - - 1 28,e5e1,2,913,e5e1 a1e1 e8e1
6QiIV,8/1R5p/p6k/6p1/5n2/P4K2/1PBr3P/8 w - - 2 41,b7h7,1,1103,b7h7
tDAZ2,5Q2/p1pb2r1/1pk5/3p2p1/1PP2pP1/2q2P2/8/4RK2 w - - 5 39,f8a8,2,1986,f8a8 c6d6 a8d5
RZjHc,8/5p2/6b1/3B2kp/8/P1R2P1K/r7/8 b - - 0 43,g6f5,2,1027,g6f5 h3g3 h5h4
xIh2Y,5rk1/pp5p/2p5/8/2P1Bp2/4pP2/PR1rR1PP/7K b - - 0 27,d2d1,2,782,d2d1 e2e1 d1e1
AH2fj,7r/p3kppp/1n1Rp3/1p2P3/2pN4/4r3/6PP/5RK1 w - - 0 23,d4c6,2,1123,d4c6 e7f8 d6d8
XlyCZ,4r2k/1pq1PQpp/p1p2pb1/2Np4/8/7P/PP3PP1/4R1K1 w - - 6 26,f7f8,2,1326,f7f8 e8f8 e7f8q
ID4io,7Q/ppN2k2/3p4/3P4/1P3b1P/P2b4/2r3P1/6K1 b - - 0 39,c2c1,2,1417,c2c1 g1f2 c1f1
2XXkT,8/r7/5k2/5p1K/P7/8/R7/8 b - - 0 51,a7h7,1,921,a7h7
p3QvY,4r2k/pQ3R1p/2p2R2/3p2p1/3P3q/4r2P/PP4P1/7K w - - 2 33,f7f8,2,886,f7f8 e8f8 f6f8
mLOm3,7k/3q3p/1Q2pppP/p2b4/1p6/8/1P3PP1/6K1 w - - 0 34,b6b8,2,763,b6b8 d7e8 b8e8
HniuK,1k4r1/7R/4R3/p2p4/3P1p2/5B1K/P3Pr2/8 b - - 2 34,g8g3,2,1105,g8g3 h3h4 f2h2
3CNAc,6k1/5pp1/2b4p/3p1Q2/1p6/2q3PP/6PK/1B6 w - - 2 33,f5c8,2,1530,f5c8 c6e8 c8e8
MMXd8,5r1k/1p4pp/p3R3/2p5/q7/8/PPP3PP/5R1K w - - 0 27,f1f8,1,667,f1f8
YCa4X,5r1k/2p3pp/1n5N/p1p5/2P1r3/5P2/3P2R1/B1K5 w - - 0 35,a1g7,1,1430,a1g7
LJM0Y,2rrk3/5pp1/2q5/4pP2/pQ6/6P1/1PP5/1K1R3R w - - 4 28,h1h8,1,1017,h1h8
Z5Yio,8/8/2r5/4Pp1k/4qP2/6Q1/6PK/8 w - - 0 50,g3g5,1,1098,g3g5
aoXxx,8/8/r6p/2R5/8/5k1P/8/5K2 b - - 0 45,a6a1,2,710,a6a1 c5c1 a1c1
FTjSA,7k/3b3P/5PP1/7K/3b4/8/1p6/1B6 w - - 3 63,g6g7,1,955,g6g7
4V68E,8/5p1k/6p1/P2q4/6K1/2Q3P1/1P3P2/8 b - - 12 41,d5f5,2,1240,d5f5 g4h4 f5h5
fHNkN,5rk1/1p4bp/p5p1/P2Pp3/4P3/3B4/Q3b1PP/5R1K b - - 0 28,f8f1,1,941,f8f1
tutIf,r2r4/kp3p1p/2Pqp1p1/8/1pR5/6Q1/PP3PPP/2R3K1 b - - 0 30,d6d1,2,786,d6d1 c1d1 d8d1
tW048,3r2k1/5ppp/1Q2pn2/8/r1qP4/4P3/5PPP/1B4K1 w - - 2 28,b6d8,2,583,b6d8 f6e8 d8e8
a2AYD,8/pp1kn2p/3p4/3p4/8/P3Q3/r4PPP/6K1 b - - 2 27,a2a1,2,576,a2a1 e3c1 a1c1
VMjqq,2r3k1/p4ppp/8/8/3NnP1P/4R3/PP6/1K4N1 b - - 2 25,e4d2,2,1078,e4d2 b1a1 c8c1
piFmQ,6k1/8/Rp2p1pp/5n2/8/P1B2P1P/1Pr2b2/3R1K2 b - - 1 32,f5e3,1,1122,f5e3
i5OeS,2k5/ppp5/8/5n2/7P/3n1N2/1PNB1bP1/5K2 b - - 1 27,f5g3,1,911,f5g3
zQ0Oz,4k3/1R3R2/2p5/p7/P5P1/3r3P/1r6/7K b - - 0 38,d3d1,2,862,d3d1 f7f1 d1f1
PrkCY,8/pp1R1Qpk/2p2p1p/5q2/8/6PP/PPP2P1K/4r3 b - - 4 28,f5f2,1,903,f5f2
K1iU2,8/6k1/6p1/6Kp/3nNP1P/8/8/8 b - - 0 60,d4e6 d4f3,1,437,d4f3
IErka,4k3/6pp/3P4/2p5/1p6/r3p1KP/3rB3/5R2 w - - 3 40,e2b5,2,1454,e2b5 e8d8 f1f8
bjFEn,8/5p1k/p5pp/2P3q1/3PQ3/P4n1P/5rP1/4B1RK b - - 5 36,g5g2,3,1983,g5g2 g1g2 f2f1 g2g1 f1g1
DiPoU,r5k1/2p2ppp/4b3/2B5/8/2P5/2PR1PPP/6K1 b - - 2 23,a8a1,2,557,a8a1 d2d1 a1d1
O2TwM,7k/p3Qp1p/1q2p1rB/5r2/3P4/1P5P/P5P1/3R2K1 w - - 7 30,e7f8,2,1190,e7f8 g6g8 h6g7
Cos2S,7k/3R4/p3B2p/1p2P1q1/4b3/P1r5/6PP/5R1K w - - 0 33,f1f8,2,1067,f1f8 g5g8 f8g8
1Evbu,4B2k/p5pp/3p4/8/8/N1P2QbP/P3q1P1/7K b - - 2 28,e2e1,2,942,e2e1 f3f1 e1f1
GVa0q,8/8/6k1/3R2p1/3pP1Kp/1r5P/6P1/8 b - - 6 58,b3g3,1,713,b3g3
ss4Ww,2q3rk/2p2R1p/p2p4/3P3Q/3P4/6rP/6BK/8 w - - 0 28,f7h7 h5h7,1,541,h5h7
ZtV4r,3r2k1/6p1/7p/8/R1p1n3/6P1/PRP3PP/6K1 b - - 0 28,d8d1,1,704,d8d1
8MHPF,5rk1/pQ4pp/1pp3p1/8/5qB1/2PP4/P1P3PP/4R2K b - - 0 26,f4f1,2,835,f4f1 e1f1 f8f1
KOLwa,7K/7P/6k1/P7/8/1P6/3R4/5r2 b - - 0 63,f1f8,1,651,f1f8
LUTX4,3r2k1/5ppp/1p6/8/p7/2P1BR2/PP5P/K7 b - - 0 29,d8d1,2,416,d8d1 e3c1 d1c1
NfXbY,6k1/5ppp/ppq1p3/8/3Q4/P1n3P1/1P2PP1P/6K1 w - - 0 26,d4d8,2,871,d4d8 c6e8 d8e8
TNSHK,3r1rk1/p1p2pp1/1p1qp2p/4P3/4Q3/P3P3/1P3PPP/R2R2K1 b - - 0 17,d6d1,2,653,d6d1 a1d1 d8d1
1YGRQ,6k1/1p1q1p2/p5p1/4Q2p/1P5P/P3PNK1/2r3P1/7R b - - 0 28,d7g4,2,932,d7g4 g3h2 g4g2
nU94B,3r2Q1/8/8/8/8/2b2k2/8/5K2 b - - 2 67,d8d1,1,1074,d8d1
nqY9c,6k1/2p2p2/1p5p/r2bR1p1/1K4P1/N1P2P2/PP5P/4R3 b - - 3 28,c7c5,1,1055,c7c5
QMxEB,4r3/p1p2pk1/1q2p1p1/4P3/4NP2/8/2R3P1/5Q1K b - - 4 33,e8h8,1,1451,e8h8
gfrAX,1b3k2/5rp1/q1p4p/1p1Qp3/1P2P3/7P/5PP1/2R3K1 w - - 0 31,d5d8,1,656,d5d8
BGD24,8/p5pp/5p1k/8/4Q3/1P5P/5PP1/r1qB2K1 w - - 11 38,e4h4,2,1249,e4h4 h6g6 h4h5
K3SeC,3q2k1/5ppp/8/8/8/8/5PPP/3Q2K1 b - - 0 32,d8d1,1,599,d8d1
teWbO,7k/p5pp/2q5/5p2/4p3/P6P/1P3PP1/3R2K1 w - - 0 27,d1d8,2,579,d1d8 c6e8 d8e8
RljY5,4r3/p1p2ppk/1p6/8/2P5/2bP1Q2/q4PPP/4R1K1 w - - 0 28,f3h5,2,1253,f3h5 h7g8 e1e8
STmU3,3r4/p1Q4b/2B2p1p/5p2/1P1b2P1/N1k5/P6P/2K5 b - - 4 32,d4e3,2,722,d4e3 c1b1 d8d1
UmTIg,8/1p2Qq1p/p1p3kB/3p1p2/2nP4/2P5/P1P2PP1/6K1 w - - 4 29,e7g5,1,908,e7g5
HADNa,8/6p1/4k2p/Q5pP/3q4/6K1/P5P1/8 b - - 0 46,d4f4,2,1441,d4f4 g3h3 f4h4
mn2Du,5r1k/pp3Q2/2p3p1/3p2p1/8/2N5/PP3PKq/7R w - - 3 30,h1h2,1,898,h1h2
ahxC2,8/8/8/8/7k/5Pp1/1r6/6RK b - - 0 52,b2h2,1,843,b2h2
MXknP,6rk/3b4/p2p1pQp/1qp1pP2/4P3/3P4/6PP/5RK1 w - - 0 30,g6h6,1,826,g6h6
922zo,4B2k/7p/3nN1p1/8/1b2PR2/3K4/1r5P/8 w - - 5 37,f4f8,1,654,f4f8
nzPNl,8/6pp/4p2k/1b2P3/3q1p2/5P2/R4QPP/6K1 b - - 4 42,d4d1,2,689,d4d1 f2e1 d1e1
5cSnJ,4k3/p4pp1/3B4/5P1K/1Nr1n3/P7/6PP/R7 b - - 4 42,e4f6,2,1552,e4f6 h5g5 c4g4
LneZL,2r1r2k/pp2np2/8/2P1R3/1P1p4/5P1P/P4P2/6RK w - - 0 32,e5h5,1,816,e5h5
xFIK3,8/8/8/kp6/pR6/K1P5/1P6/7r b - - 7 51,h1a1,1,526,h1a1
Ra31j,3Q4/6b1/4r3/2p3p1/7P/1P4k1/P7/7K b - - 0 38,e6e1,1,1070,e6e1
BH518,5rk1/R5pp/4p3/8/3P4/1P1RP3/1r4PP/6K1 b - - 0 25,b2b1,2,816,b2b1 d3d1 b1d1
lvS57,8/5p2/3Rrkp1/2P5/5KP1/1P5r/P2R4/8 b - - 6 44,g6g5,1,1083,g6g5
IjdNn,5r1k/ppp3pp/8/4p3/2BnP3/7P/PqPQ2P1/5R1K w - - 3 21,f1f8,1,648,f1f8
y1KVP,8/Q5pk/2p4p/3q4/5PKP/6P1/8/8 b - - 0 39,h6h5,2,1616,h6h5 g4h3 d5h1
uk41U,4R3/p4pk1/8/2p2QpB/7p/1P3P2/P4PKP/2qr4 b - - 7 37,d1g1,2,1318,d1g1 g2h3 c1f1
PcOEC,4r3/1p3ppk/p1q4p/5N2/4r3/1P4QP/P1P2RPK/8 w - - 10 34,g3g7,1,661,g3g7
2Kr4Y,3r1k2/1p3p2/p3pQ2/8/8/1P6/P4PPP/6K1 b - - 0 39,d8d1,1,400,d8d1
l1qy6,5R2/1r3pp1/p2Bp2k/3pP2P/1Pb5/5N2/1n3PK1/8 w - - 0 43,f8h8,1,722,f8h8
MOEpK,1R6/1p6/p4K1k/8/8/P2r4/1n6/8 w - - 2 44,b8h8,1,545,b8h8
Wotpw,6kn/5p2/4pPp1/4P1Np/2R5/8/3r4/5K2 w - - 1 44,c4c8,2,567,c4c8 d2d8 c8d8
y8yZt,7k/pp5p/3p2pQ/5b2/2Pp2PR/5B1K/PP2q2P/8 b - - 0 28,e2f3,1,922,e2f3
ZOVtJ,7q/p7/1pRp1r2/3Pp1k1/P3Q1p1/BP4P1/6KP/8 b - - 6 36,h8h3,2,948,h8h3 g2h1 f6f1
8mEam,5r2/7p/4Q1pk/pp2B3/6P1/2P1K2P/8/5q2 w - - 1 44,g4g5,3,1617,g4g5 h6g5 e6g4 g5h6 g4h4
g6EZK,6k1/5p1p/5Pp1/8/p4P2/P6P/3r3r/2R2K2 w - - 3 47,c1c8,2,728,c1c8 d2d8 c8d8
MT68E,6k1/p4p1p/1p2qBp1/8/8/5B2/PPr2PPP/3R2K1 w - - 0 26,d1d8,2,586,d1d8 e6e8 d8e8
7vvzg,3r1r1k/1p5p/p2pRq1Q/3P4/8/8/P4PPP/4R1K1 b - - 7 26,f6f2,3,1198,f6f2 g1h1 f2f1 e1f1 f8f1
qKwUh,6k1/7p/5R1B/5bp1/8/8/PPr2PPP/6K1 b - - 0 28,c2c1,1,448,c2c1
2ah3j,5r2/6pk/3Q3p/rq3P2/4P2P/p7/1Pp5/2K3R1 w - - 0 34,d6g6,2,1402,d6g6 h7h8 g6g7
aZ3Hb,6k1/pp1q1ppb/2p4p/3n4/3P1QPP/5P2/PP2N1B1/6K1 w - - 1 27,f4b8,2,822,f4b8 d7c8 b8c8
hSRjL,3q2k1/p1p2pp1/1pQ4p/4p1b1/4P3/2P2B2/PP3PPP/1K6 b - - 0 20,d8d3,3,1397,d8d3 b1a1 d3f1 f3d1 f1d1
BCoeo,3rk3/2p2ppp/3q4/4p3/4Q3/4B3/P4PPP/2R3K1 b - - 2 29,d6d1,2,580,d6d1 c1d1 d8d1
w0dgJ,6k1/5ppp/8/2p5/RrN4P/p5P1/1br2PK1/1R6 w - - 4 46,a4a8,2,596,a4a8 b4b8 a8b8
vTvPz,8/pp4k1/1b6/2rb3K/5R2/1PPB2P1/P2R3P/8 b - - 0 39,d5f3,2,1792,d5f3 h5h4 c5h5
2in1b,2R1Q3/5pk1/4p1p1/7p/pP6/P2r2P1/5PKP/3q4 w - - 10 39,e8h8,1,1388,e8h8
KJODv,6k1/2p2ppp/p7/8/2P5/6P1/P3rP1P/1R4K1 w - - 1 31,b1b8,2,662,b1b8 e2e8 b8e8
m5Mgq,6k1/1R6/p2bp1pK/3p2N1/P2Pb2P/4B3/5P2/6r1 b - - 1 31,d6f8,2,909,d6f8 b7g7 f8g7
Knria,5r2/p4rk1/2p1Q2p/1p1p4/2qP1P2/K2R4/1P3P1P/8 w - - 0 35,d3g3,4,1334,d3g3 g7h7 e6g6 h7h8 g6h6 f7h7 h6f8
2BTyx,6k1/p1Q2rpp/1p4n1/4r3/8/8/P1P1q1PP/5R1K w - - 0 27,c7f7,3,1319,c7f7 g8h8 f7f8 g6f8 f1f8
SLdvN,2k5/6Rp/R7/4Pp2/3p4/5n2/3r4/7K b - - 3 43,d2h2,1,1090,d2h2
B9Y0M,1Q5R/8/3p2p1/2pP2kp/5q2/4n2P/6P1/6K1 b - - 3 45,f4f1,2,874,f4f1 g1h2 f1g2
TK3ou,6k1/5pp1/1rp4p/4R3/1P1rNn1P/1K6/5P2/6R1 w - - 0 38,e4f6,2,1686,e4f6 g8h8 e5e8
vPV9W,8/n6k/6pp/Qpp1q3/4PRbP/P3K3/B1P5/8 b - - 1 39,e5d4,1,1223,e5d4
KVFS4,8/6pk/6rp/2Q2p1b/4pP1P/P1P5/1r3R1P/5K2 b - - 4 37,b2b1,1,1399,b2b1
acTSB,2N2k1r/p4p2/5Q2/4p1pq/4B3/4P1P1/PP3P2/6K1 b - - 0 35,h5d1,2,1665,h5d1 g1g2 d1h1
0ZpNa,5R2/8/8/r4npp/1P6/2N2kPP/5P2/5K2 b - - 0 41,a5a1,2,575,a5a1 c3d1 a1d1
faXjn,4k3/3b3Q/p2p3p/1p1Pb3/8/8/Pq4PP/5RK1 w - - 4 33,h7g8,2,1638,h7g8 e8e7 g8f8
H5Gsj,1R4K1/r5p1/6k1/6p1/6P1/8/8/8 w - - 0 67,b8b6,1,516,b8b6
vHyxq,8/1R6/4k3/pp2B1Qp/2pPK3/4P2P/6P1/4qr2 b - - 0 50,e1b1,1,1049,e1b1
qD3EL,8/pb3ppk/8/2p1nN2/4Pq2/6RP/PP3P2/3R2K1 w - - 1 31,g3g7,2,931,g3g7 h7h8 d1d8
Sy7Fi,5k2/1p2rp2/2p2Qp1/3p4/p3q3/P3r3/6P1/4RRK1 w - - 4 43,f6h8,1,1117,f6h8
leMFN,3r2k1/1p2Rpp1/pbp3p1/8/1B1P4/P4Q1P/1Pq2PP1/5K2 w - - 0 29,f3f7,2,1061,f3f7 g8h8 f7g7
Xa5fF,4r1k1/p1p3pp/1p1p4/3P4/2P1q3/5Q2/P5PP/5RK1 w - - 3 25,f3f7,3,1142,f3f7 g8h8 f7f8 e8f8 f1f8
MmazF,8/p1p1k3/2p5/4KR1N/6r1/2P5/Pr6/4R3 b - - 0 36,b2b5,1,937,b2b5
tDgJL,6R1/7p/4p2k/2p1b1p1/6K1/6P1/3q4/6R1 w - - 2 48,g1h1,2,872,g1h1 d2h2 h1h2
79tSu,6k1/1p4p1/p4BQp/2qp4/P4P2/1P3P1P/4r1PK/8 w - - 0 37,g6g7,1,842,g6g7
nLPex,1k4r1/p1p2p1p/Q1p2p2/8/2P5/8/P1P1q1PP/5RK1 w - - 1 23,f1b1,2,1271,f1b1 b8a8 a6c6
3W25V,6k1/5ppp/1pp5/5N2/4rbPP/2P5/PP6/1K1R4 w - - 1 31,d1d8,2,950,d1d8 e4e8 d8e8
FPKrJ,5r2/k1p5/1p6/pq2P3/1b5P/8/1P4Q1/1KR5 w - - 3 43,c1c7,2,1186,c1c7 a7a6 g2b7
EWKri,1k6/3K2R1/3RP3/3P4/4P3/7r/P1r5/8 b - - 4 54,c2c7,3,1817,c2c7 d7e8 h3h8 g7g8 h8g8
YyEGQ,7r/1k5r/1PR1p3/Q2p1p2/P7/5qPp/4N2K/8 w - - 1 41,c6c7,3,2055,c6c7 h7c7 a5a7 b7c8 a7c7
lSN8E,4rr1k/2R3p1/p5Qp/1p1P4/1P6/P7/2Pq1PPP/5RK1 b - - 2 30,d2f2,3,1520,d2f2 f1f2 e8e1 f2f1 e1f1
zooVC,8/R7/4ppkp/8/1r3PPP/5K2/8/8 w - - 2 32,h4h5,1,1024,h4h5
PSK5z,k6r/8/1p1B4/1P1b1p1q/3p2p1/3P2Pp/P1Q2P1K/8 w - - 2 35,c2a4,2,1057,c2a4 a8b7 a4a6
NaiOb,K1k5/P7/5n1P/5p2/8/4B3/8/8 b - - 0 82,f6d5,2,1957,f6d5 h6h7 d5c7
hSgBH,7k/4qp2/1p2p1p1/p2pP1N1/3P1QP1/8/1Pr2PK1/8 w - - 0 38,f4h2,3,1859,f4h2 h8g7 h2h7 g7f8 h7h8
89erT,5k2/1p2r1pp/p3Pp2/2p2P2/3R1BP1/P2p1q1P/1P1R3K/8 w - - 0 40,d4d8,3,1384,d4d8 e7e8 f4d6 f8g8 d8e8
ZMN71,2R2Q2/6pk/p6p/3p2r1/4b1PK/7P/5R2/6q1 b - - 11 45,g5h5,4,2079,g5h5 h4h5 g7g6 h5h4 g6g5 h4h5 e4g6
WnVrb,2r2rk1/p7/4pppP/1p1q2p1/1PpPQ3/4P3/P4P2/R3K2R w KQ - 2 24,e4g6,2,1193,e4g6 g8h8 g6g7
h925w,6k1/Q3R2p/1Np2ppq/8/3p1P2/5PK1/P6P/5r2 b - - 2 30,f1g1,2,1029,f1g1 g3f2 h6h2
3zP0v,3k4/1p2Rppp/2p2n2/2Bp4/8/6PP/1P2Q2K/r4q2 w - - 3 33,c5b6,3,1968,c5b6 d8c8 e7e8 f6e8 e2e8
EPUu8,6k1/p4p2/1p1q2pQ/4r3/7R/P1p1P2P/3p1n2/2R3K1 w - - 0 37,h6h8,1,904,h6h8
lrdRT,4r3/ppp2ppk/7p/5R1N/1P6/P7/2P3PP/7K b - - 0 25,e8e1,2,441,e8e1 f5f1 e1f1
gpKKE,3r2k1/p4ppp/1p6/8/3q4/1Q1rR1P1/PP5P/5RK1 w - - 5 35,b3f7,3,999,b3f7 g8h8 f7f8 d8f8 f1f8
nSuKg,R7/1pk5/4B1pp/1bP2p2/4p3/2K3P1/7r/8 w - - 0 46,a8c8,1,774,a8c8
pAPmD,5r2/8/RP5p/6pk/1r3q2/2QP4/5PPP/5RK1 b - - 0 36,f4f2,4,1264,f4f2 f1f2 b4b1 c3e1 b1e1 f2f1 e1f1
IBApz,1r1r2k1/6b1/pp2R2p/2pB4/5P2/P2p2P1/1P5P/2B3K1 w - - 2 29,e6e8,2,1755,e6e8 g8h7 d5e4
n1KNk,6k1/5Rrp/p7/2p1p3/8/P2P1R1P/2P2qPK/2r5 w - - 0 39,f7f8,1,1023,f7f8
wivRb,8/3P4/R7/p4n1R/5k2/3r1P1K/7P/8 b - - 0 50,d3f3,3,1178,d3f3 h3g2 f5e3 g2h1 f3f1
L7Sqh,5rk1/5ppp/p3p3/3p1q2/3P3P/P1p1Q3/K4P2/6RR b - - 0 36,f5c2,2,1135,f5c2 a2a1 c2b2
qQIQ5,8/pk4p1/1p6/4B1P1/QP6/3P2Pp/P1r4P/7K b - - 0 38,c2c1,2,459,c2c1 a4d1 c1d1
yPYpx,1r4k1/p4ppp/4p3/3p2q1/4b3/8/P4PBQ/6K1 w - - 4 31,h2b8,2,914,h2b8 g5d8 b8d8
qAUjf,7k/5bp1/7p/3p1p2/1Q1P1q2/P1P1r1RP/6PK/8 w - - 2 37,b4f8,2,943,b4f8 f7g8 f8g7
8SdxU,2k3r1/ppp5/5p2/P6Q/3Pq3/2P1B1P1/8/4R1K1 b - - 0 29,g8g3,2,1148,g8g3 g1f1 e4g2
tB04u,r7/pp3p1k/2p2P2/2q4p/4P1b1/6R1/PP1R1QPP/4K3 b - - 6 31,c5c1,2,790,c5c1 d2d1 c1d1
s6Bf4,8/5k2/5p1K/5P2/5r2/6R1/8/8 b - - 11 58,f4h4,1,784,f4h4
eDvxh,2r4k/pQB3pp/8/5b2/8/2q5/2P3PP/4R2K w - - 1 31,b7c8,2,1170,b7c8 f5c8 e1e8
Hog3Z,8/2p3pk/p1p5/4Bp2/4bP1q/7P/P4Q2/4RK2 b - - 0 34,h4h3,2,1269,h4h3 f1g1 h3h1
i7kgU,6k1/R5b1/5PBp/7K/6P1/8/1r6/8 b - - 0 53,b2h2,1,1132,b2h2
jmpnC,6k1/1p4p1/4p2p/3pP3/4n3/6r1/5Q1N/2R4K b - - 0 33,e4f2,1,719,e4f2
iKUdY,r2k3r/1pp2R2/p2pB3/3Pq3/4P3/3P4/P4QK1/8 w - - 6 33,f7f8,2,1788,f7f8 h8f8 f2f8
HbSjZ,8/6k1/2pp2p1/2p2Q2/2P1K3/1P2R1R1/8/5q2 b - - 4 53,f1f5,1,987,f1f5
1nzFG,8/6pk/p6p/7Q/3P4/5P2/PPrq2rP/4R1RK b - - 5 33,g2h2,2,1188,g2h2 h5h2 d2h2
qvWyZ,8/q6p/3p4/2pPp2k/1pP1Pp1P/1P1B1PnQ/7K/8 w - - 3 47,h3g4,2,1121,h3g4 h5h6 g4g5
xbFZJ,6r1/3bk3/1pp5/p4p1p/P3nP1P/1P2pKP1/2P1B3/1N5R b - - 3 33,g8g3,1,962,g8g3
pwHtJ,5rk1/pp4p1/7p/3pR3/2p5/2P5/PPQ3PP/5N1K b - - 0 26,f8f1,1,445,f8f1
qD7Ld,8/5r2/p5kb/1p3q2/1P6/4Q2R/6P1/6K1 w - - 1 51,e3h6,1,1567,e3h6
UCHAF,6k1/pp4p1/8/5p1Q/3Rb2p/4q2P/PP4P1/5R1K b - - 5 34,e3h3,2,1597,e3h3 h1g1 h3g2
Nd4qL,2r3k1/5p2/6p1/pP5p/P2B2n1/5qP1/5P1P/2R3K1 w - - 0 35,c1c8,2,480,c1c8 g8h7 c8h8
xykwH,6Q1/3kp3/3pNqp1/3Pn3/8/7P/6K1/8 w - - 12 60,g8d8,1,909,g8d8
0Fh2T,3k4/1ppr1p1p/p2b1Np1/5nB1/1P6/P5P1/7P/2K1R3 w - - 5 25,e1e8,1,1102,e1e8
wFShB,8/8/R7/7p/p1r3pk/P1B4r/1P4K1/8 w - - 0 42,c3f6,1,990,c3f6
R41uH,5k2/pb3p2/3p2p1/4b1N1/1Q6/1P4PP/P4P1K/4r3 b - - 2 29,e1h1,1,913,e1h1
WubzS,3q4/pp3ppk/2p2n2/2N5/8/PPP1Q3/5PPP/6K1 b - - 3 33,d8d1,2,463,d8d1 e3e1 d1e1
YeNQK,3r4/p6k/8/2bp2R1/6R1/1P2r3/P2K4/8 w - - 0 40,g5h5 g4h4,1,993,g5h5
KCymu,3Q4/6k1/p4npp/5p2/P1P1p1qP/BP2P1P1/5P1K/4Rb2 b - - 0 36,g4h3,2,907,g4h3 h2g1 h3g2
dVyoT,6r1/p7/1pQ5/3p4/3k4/5P2/qP3K2/8 w - - 0 41,c6c3,1,911,c6c3
LYZTn,2b4k/p1R4p/q2p1R2/3np3/1p6/8/PP4PP/7K w - - 0 31,f6f8,1,555,f6f8
PE5oJ,r5rk/1R3Qp1/3P4/p6q/8/P3P3/1P3PPP/6K1 w - - 0 31,f7h5,1,1012,f7h5
8xgX1,2r3k1/5r2/b1q1pQ2/p2pP3/1p4P1/5P2/PPP5/2K4R w - - 0 28,f6h8 h1h8,1,961,f6h8
P2jcr,8/1p1r1Qpk/2q1p2p/4P3/p2r2N1/7P/5PP1/4R1K1 w - - 1 36,g4f6,2,1250,g4f6 h7h8 f7f8
XxQrr,3R4/3Q3p/p3pp2/8/8/P2b4/kP2q1PP/2R3K1 b - - 2 35,e2e3,2,1067,e2e3 g1h1 e3c1
oUtZs,8/1Q3p2/R7/3p1kp1/2q1p2p/5P1P/2P1nPP1/5K2 b - - 9 35,e2g3,3,1051,e2g3 f1g1 c4f1 g1h2 f1h1
aTcRL,2Q5/p4ppk/4p2p/6PP/q4r2/2P5/1P6/1K4R1 w - - 2 29,g5g6,2,928,g5g6 f7g6 h5g6
gLHBV,5k2/7R/5K2/p4Np1/8/2P2r2/P4r2/8 w - - 3 47,h7h8,1,1287,h7h8
bCZMW,8/5p1Q/2p1pk2/2Pp2N1/2qP2nP/8/8/1K6 w - - 12 42,h7f7,1,906,h7f7
1vpw7,r5k1/p3Rppp/1p6/8/8/1PNn2PP/Pr3P2/4R1K1 w - - 4 22,e7e8,2,452,e7e8 a8e8 e1e8
LBqaY,r5k1/pb3pp1/7p/4Q3/1P2qP2/8/1B4PP/R5K1 b - - 1 27,e4g2,1,995,e4g2
